position_id,game_id,ply_index,fullmove_number,side_to_move,player_elo,white_elo,black_elo,white,black,fen,actual_move_uci,actual_move_san,high_complexity,complexity_score,image_path,inference_status,elo_bucket_start,elo_bucket_label,maia_rank,maia_probability,maia_covered,maia_hit_at_1,maia_hit_at_3,maia_hit_at_5,stockfish_rank_found,stockfish_rank_clipped,stockfish_topk,stockfish_score_text,stockfish_covered,stockfish_hit_at_1,stockfish_hit_at_3,stockfish_hit_at_5
119kM9Xj_ply_23,119kM9Xj,23,12,black,1173,1288,1173,themoreudontknow,pvalen,1k1r1r2/pppqb1pp/2n2n2/3pp3/4P1b1/1B1PBN2/PPPNQPPP/1K1R3R b - - 1 12,d5d4,d4,True,13,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/119kM9Xj_ply_23.png,success,1100,1100-1199,1,0.5673,True,True,True,True,1,1,20,-0.55,True,True,True,True
119kM9Xj_ply_25,119kM9Xj,25,13,black,1173,1288,1173,themoreudontknow,pvalen,1k1r1r2/pppqb1pp/2n2n2/4p1B1/3pP1b1/1B1P1N2/PPPNQPPP/1K1R3R b - - 1 13,c6b4,Nb4,True,29,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/119kM9Xj_ply_25.png,success,1100,1100-1199,2,0.1872,True,False,True,True,,21,20,,False,False,False,False
119kM9Xj_ply_27,119kM9Xj,27,14,black,1173,1288,1173,themoreudontknow,pvalen,1k1r1r2/pppqb1pp/5n2/4p1B1/1n1pP1b1/PB1P1N2/1PPNQPPP/1K1R3R b - - 0 14,b4c6,Nc6,True,13,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/119kM9Xj_ply_27.png,success,1100,1100-1199,1,0.6407,True,True,True,True,2,2,20,-1.48,True,False,True,True
119kM9Xj_ply_29,119kM9Xj,29,15,black,1173,1288,1173,themoreudontknow,pvalen,1k1r1r2/pppqb1pp/2n2n2/4p1B1/2NpP1b1/PB1P1N2/1PP1QPPP/1K1R3R b - - 2 15,h7h6,h6,True,23,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/119kM9Xj_ply_29.png,success,1100,1100-1199,1,0.3444,True,True,True,True,5,5,20,-0.46,True,False,False,True
119kM9Xj_ply_31,119kM9Xj,31,16,black,1173,1288,1173,themoreudontknow,pvalen,1k1r1r2/pppqb1p1/2n2B1p/4p3/2NpP1b1/PB1P1N2/1PP1QPPP/1K1R3R b - - 0 16,e7f6,Bxf6,True,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/119kM9Xj_ply_31.png,success,1100,1100-1199,1,0.612,True,True,True,True,1,1,20,-0.62,True,True,True,True
119kM9Xj_ply_33,119kM9Xj,33,17,black,1173,1288,1173,themoreudontknow,pvalen,1k1r1r2/pppq2p1/2n2b1p/4N3/3pP1b1/PB1P1N2/1PP1QPPP/1K1R3R b - - 0 17,f6e5,Bxe5,True,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/119kM9Xj_ply_33.png,success,1100,1100-1199,2,0.331,True,False,True,True,2,2,20,+2.76,True,False,True,True
119kM9Xj_ply_35,119kM9Xj,35,18,black,1173,1288,1173,themoreudontknow,pvalen,1k1r1r2/pppq2p1/2n4p/3Bb3/3pP1b1/P2P1N2/1PP1QPPP/1K1R3R b - - 1 18,g4f3,Bxf3,True,26,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/119kM9Xj_ply_35.png,success,1100,1100-1199,2,0.1867,True,False,True,True,1,1,20,+4.93,True,True,True,True
119kM9Xj_ply_37,119kM9Xj,37,19,black,1173,1288,1173,themoreudontknow,pvalen,1k1r1r2/pppq2p1/2n4p/3Bb3/3pP3/P2P1P2/1PP1QP1P/1K1R3R b - - 0 19,c6e7,Ne7,True,24,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/119kM9Xj_ply_37.png,success,1100,1100-1199,1,0.3263,True,True,True,True,1,1,20,+4.66,True,True,True,True
119kM9Xj_ply_39,119kM9Xj,39,20,black,1173,1288,1173,themoreudontknow,pvalen,1k1r1r2/pppqn1p1/7p/4b3/2BpP3/P2P1P2/1PP1QP1P/1K1R3R b - - 2 20,f8f4,Rf4,True,18,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/119kM9Xj_ply_39.png,success,1100,1100-1199,9,0.0435,True,False,False,False,6,6,20,+4.45,True,False,False,False
119kM9Xj_ply_41,119kM9Xj,41,21,black,1173,1288,1173,themoreudontknow,pvalen,1k1r4/pppqn1p1/7p/4b3/2BpPr2/P2P1P2/1PP1QP1P/1K1R2R1 b - - 4 21,d8f8,Rdf8,True,30,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/119kM9Xj_ply_41.png,success,1100,1100-1199,3,0.1484,True,False,True,True,1,1,20,+4.68,True,True,True,True
119kM9Xj_ply_43,119kM9Xj,43,22,black,1173,1288,1173,themoreudontknow,pvalen,1k3r2/pppqn1p1/7p/4b3/2BpPr2/P2P1PR1/1PP1QP1P/1K1R4 b - - 6 22,f4h4,Rh4,True,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/119kM9Xj_ply_43.png,success,1100,1100-1199,1,0.4044,True,True,True,True,17,17,20,+4.41,True,False,False,False
119kM9Xj_ply_45,119kM9Xj,45,23,black,1173,1288,1173,themoreudontknow,pvalen,1k3r2/pppqn1R1/7p/4b3/2BpP2r/P2P1P2/1PP1QP1P/1K1R4 b - - 0 23,e5g7,Bxg7,True,11,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/119kM9Xj_ply_45.png,success,1100,1100-1199,1,0.8342,True,True,True,True,1,1,20,+4.64,True,True,True,True
55UlGeb9_ply_18,55UlGeb9,18,10,white,1115,1115,1096,mianfo,rafamoraes82,r1bqkb1r/5ppp/p3pn2/np1pN3/3P4/1BN5/PPP2PPP/R1BQK2R w KQkq - 2 10,e1g1,O-O,True,25,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/55UlGeb9_ply_18.png,success,1100,1100-1199,2,0.1821,True,False,True,True,2,2,20,-0.18,True,False,True,True
55UlGeb9_ply_20,55UlGeb9,20,11,white,1115,1115,1096,mianfo,rafamoraes82,r1bqkb1r/5ppp/p3pn2/1p1pN3/3P4/1nN5/PPP2PPP/R1BQ1RK1 w kq - 0 11,a2b3,axb3,True,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/55UlGeb9_ply_20.png,success,1100,1100-1199,1,0.8704,True,True,True,True,2,2,20,+0.30,True,False,True,True
55UlGeb9_ply_22,55UlGeb9,22,12,white,1115,1115,1096,mianfo,rafamoraes82,r2qkb1r/1b3ppp/p3pn2/1p1pN3/3P4/1PN5/1PP2PPP/R1BQ1RK1 w kq - 1 12,c1g5,Bg5,True,13,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/55UlGeb9_ply_22.png,success,1100,1100-1199,1,0.5595,True,True,True,True,1,1,20,+0.25,True,True,True,True
55UlGeb9_ply_24,55UlGeb9,24,13,white,1115,1115,1096,mianfo,rafamoraes82,r2qkb1r/1b3ppp/p3pn2/3pN1B1/1p1P4/1PN5/1PP2PPP/R2Q1RK1 w kq - 0 13,c3a4,Na4,True,24,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/55UlGeb9_ply_24.png,success,1100,1100-1199,1,0.5839,True,True,True,True,1,1,20,+1.00,True,True,True,True
55UlGeb9_ply_26,55UlGeb9,26,14,white,1115,1115,1096,mianfo,rafamoraes82,r2qk2r/1b2bppp/p3pn2/3pN1B1/Np1P4/1P6/1PP2PPP/R2Q1RK1 w kq - 2 14,c2c3,c3,True,24,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/55UlGeb9_ply_26.png,success,1100,1100-1199,3,0.113,True,False,True,True,3,3,20,+0.98,True,False,True,True
55UlGeb9_ply_28,55UlGeb9,28,15,white,1115,1115,1096,mianfo,rafamoraes82,r2qk2r/1b2bppp/4pn2/p2pN1B1/Np1P4/1PP5/1P3PPP/R2Q1RK1 w kq - 0 15,c3c4,c4,True,15,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/55UlGeb9_ply_28.png,success,1100,1100-1199,4,0.0858,True,False,False,True,10,10,20,+0.59,True,False,False,False
55UlGeb9_ply_30,55UlGeb9,30,16,white,1115,1115,1096,mianfo,rafamoraes82,r2q1rk1/1b2bppp/4pn2/p2pN1B1/NpPP4/1P6/1P3PPP/R2Q1RK1 w - - 1 16,g5f6,Bxf6,True,27,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/55UlGeb9_ply_30.png,success,1100,1100-1199,4,0.0776,True,False,False,True,,21,20,,False,False,False,False
55UlGeb9_ply_32,55UlGeb9,32,17,white,1115,1115,1096,mianfo,rafamoraes82,r2q1rk1/1b3ppp/4pb2/p2pN3/NpPP4/1P6/1P3PPP/R2Q1RK1 w - - 0 17,a4c5,Nc5,True,31,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/55UlGeb9_ply_32.png,success,1100,1100-1199,1,0.4178,True,True,True,True,3,3,20,-0.49,True,False,True,True
55UlGeb9_ply_34,55UlGeb9,34,18,white,1115,1115,1096,mianfo,rafamoraes82,r4rk1/1bq2ppp/4pb2/p1NpN3/1pPP4/1P6/1P3PPP/R2Q1RK1 w - - 2 18,c4d5,cxd5,True,23,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/55UlGeb9_ply_34.png,success,1100,1100-1199,4,0.0944,True,False,False,True,,21,20,,False,False,False,False
55UlGeb9_ply_36,55UlGeb9,36,19,white,1115,1115,1096,mianfo,rafamoraes82,r4rk1/1bq2ppp/4p3/p1NPb3/1p1P4/1P6/1P3PPP/R2Q1RK1 w - - 0 19,c5b7,Nxb7,True,16,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/55UlGeb9_ply_36.png,success,1100,1100-1199,2,0.2777,True,False,True,True,1,1,20,-3.41,True,True,True,True
55UlGeb9_ply_38,55UlGeb9,38,20,white,1115,1115,1096,mianfo,rafamoraes82,r4rk1/1q3ppp/4p3/p2Pb3/1p1P4/1P6/1P3PPP/R2Q1RK1 w - - 0 20,d4e5,dxe5,False,8,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/55UlGeb9_ply_38.png,success,1100,1100-1199,1,0.9709,True,True,True,True,1,1,20,+0.06,True,True,True,True
55UlGeb9_ply_40,55UlGeb9,40,21,white,1115,1115,1096,mianfo,rafamoraes82,r2r2k1/1q3ppp/4p3/p2PP3/1p6/1P6/1P3PPP/R2Q1RK1 w - - 1 21,d5d6,d6,True,23,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/55UlGeb9_ply_40.png,success,1100,1100-1199,1,0.7367,True,True,True,True,1,1,20,+2.39,True,True,True,True
55UlGeb9_ply_42,55UlGeb9,42,22,white,1115,1115,1096,mianfo,rafamoraes82,r2r2k1/5ppp/3Pp3/pq2P3/1p6/1P6/1P3PPP/R2Q1RK1 w - - 1 22,f1e1,Re1,True,30,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/55UlGeb9_ply_42.png,success,1100,1100-1199,1,0.4025,True,True,True,True,2,2,20,+2.44,True,False,True,True
55UlGeb9_ply_44,55UlGeb9,44,23,white,1115,1115,1096,mianfo,rafamoraes82,r5k1/3r1ppp/3Pp3/pq2P3/1p6/1P6/1P3PPP/R2QR1K1 w - - 3 23,a1c1,Rc1,True,38,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/55UlGeb9_ply_44.png,success,1100,1100-1199,1,0.2186,True,True,True,True,2,2,20,+3.19,True,False,True,True
55UlGeb9_ply_46,55UlGeb9,46,24,white,1115,1115,1096,mianfo,rafamoraes82,r5k1/3r1ppp/3Pp3/1q2P3/pp6/1P6/1P3PPP/2RQR1K1 w - - 0 24,b3a4,bxa4,False,7,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/55UlGeb9_ply_46.png,success,1100,1100-1199,1,0.7836,True,True,True,True,1,1,20,+4.49,True,True,True,True
55UlGeb9_ply_48,55UlGeb9,48,25,white,1115,1115,1096,mianfo,rafamoraes82,6k1/3r1ppp/3Pp3/1q2P3/rp6/8/1P3PPP/2RQR1K1 w - - 0 25,c1c8,Rc8+,False,3,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/55UlGeb9_ply_48.png,success,1100,1100-1199,1,0.8491,True,True,True,True,1,1,20,M+3,True,True,True,True
EaxPgpbL_ply_18,EaxPgpbL,18,10,white,1157,1157,911,adwaithspillai,yerack,rnb1k2r/pp3ppp/2p1pq2/1B1p4/3P4/8/PPP2PPP/RNBQK2R w KQkq - 0 10,b5d3,Bd3,True,30,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_18.png,success,1100,1100-1199,1,0.4416,True,True,True,True,4,4,20,+3.43,True,False,False,True
EaxPgpbL_ply_20,EaxPgpbL,20,11,white,1157,1157,911,adwaithspillai,yerack,rnb2rk1/pp3ppp/2p1pq2/3p4/3P4/3B4/PPP2PPP/RNBQK2R w KQ - 2 11,e1g1,O-O,True,24,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_20.png,success,1100,1100-1199,1,0.3721,True,True,True,True,1,1,20,+4.40,True,True,True,True
EaxPgpbL_ply_22,EaxPgpbL,22,12,white,1157,1157,911,adwaithspillai,yerack,rnb2rk1/p4ppp/2p1pq2/1p1p4/3P4/3B4/PPP2PPP/RNBQ1RK1 w - - 0 12,d1h5,Qh5,True,26,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_22.png,success,1100,1100-1199,1,0.3549,True,True,True,True,2,2,20,+4.96,True,False,True,True
EaxPgpbL_ply_24,EaxPgpbL,24,13,white,1157,1157,911,adwaithspillai,yerack,rnb2rk1/p4p1p/2p1pqp1/1p1p3Q/3P4/3B4/PPP2PPP/RNB2RK1 w - - 0 13,h5h6,Qh6,True,33,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_24.png,success,1100,1100-1199,1,0.3821,True,True,True,True,8,8,20,+3.52,True,False,False,False
EaxPgpbL_ply_26,EaxPgpbL,26,14,white,1157,1157,911,adwaithspillai,yerack,rnb2rkq/p4p1p/2p1p1pQ/1p1p4/3P4/3B4/PPP2PPP/RNB2RK1 w - - 2 14,c1g5,Bg5,True,26,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_26.png,success,1100,1100-1199,1,0.3301,True,True,True,True,15,15,20,+4.09,True,False,False,False
EaxPgpbL_ply_28,EaxPgpbL,28,15,white,1157,1157,911,adwaithspillai,yerack,rnb2rkq/p6p/2p1pppQ/1p1p2B1/3P4/3B4/PPP2PPP/RN3RK1 w - - 0 15,g5f4,Bf4,True,51,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_28.png,success,1100,1100-1199,1,0.2794,True,True,True,True,5,5,20,+4.22,True,False,False,True
EaxPgpbL_ply_30,EaxPgpbL,30,16,white,1157,1157,911,adwaithspillai,yerack,rnb2rkq/p6p/2p1p1pQ/1p1p1p2/3P1B2/3B4/PPP2PPP/RN3RK1 w - - 0 16,f4e5,Be5,True,16,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_30.png,success,1100,1100-1199,1,0.6484,True,True,True,True,1,1,20,+6.62,True,True,True,True
EaxPgpbL_ply_32,EaxPgpbL,32,17,white,1157,1157,911,adwaithspillai,yerack,rnb3kq/p6p/2p1prpQ/1p1pBp2/3P4/3B4/PPP2PPP/RN3RK1 w - - 2 17,f1e1,Re1,True,16,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_32.png,success,1100,1100-1199,6,0.0334,True,False,False,False,6,6,20,+5.53,True,False,False,False
EaxPgpbL_ply_34,EaxPgpbL,34,18,white,1157,1157,911,adwaithspillai,yerack,rnb3k1/p5qp/2p1prpQ/1p1pBp2/3P4/3B4/PPP2PPP/RN2R1K1 w - - 4 18,h6g7,Qxg7+,True,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_34.png,success,1100,1100-1199,1,0.3998,True,True,True,True,1,1,20,+6.23,True,True,True,True
EaxPgpbL_ply_36,EaxPgpbL,36,19,white,1157,1157,911,adwaithspillai,yerack,rnb5/p5kp/2p1prp1/1p1pBp2/3P4/3B4/PPP2PPP/RN2R1K1 w - - 0 19,e5f6,Bxf6+,False,4,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_36.png,success,1100,1100-1199,1,0.6895,True,True,True,True,1,1,20,+6.16,True,True,True,True
EaxPgpbL_ply_38,EaxPgpbL,38,20,white,1157,1157,911,adwaithspillai,yerack,rnb5/p6p/2p1pkp1/1p1p1p2/3P4/3B4/PPP2PPP/RN2R1K1 w - - 0 20,f2f4,f4,True,26,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_38.png,success,1100,1100-1199,4,0.0583,True,False,False,True,7,7,20,+5.92,True,False,False,False
EaxPgpbL_ply_40,EaxPgpbL,40,21,white,1157,1157,911,adwaithspillai,yerack,r1b5/p6p/n1p1pkp1/1p1p1p2/3P1P2/3B4/PPP3PP/RN2R1K1 w - - 1 21,b1d2,Nd2,False,9,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_40.png,success,1100,1100-1199,2,0.2117,True,False,True,True,4,4,20,+5.74,True,False,False,True
EaxPgpbL_ply_42,EaxPgpbL,42,22,white,1157,1157,911,adwaithspillai,yerack,r1b5/p6p/2p1pkp1/1p1p1p2/1n1P1P2/3B4/PPPN2PP/R3R1K1 w - - 3 22,a2a3,a3,True,36,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_42.png,success,1100,1100-1199,2,0.2437,True,False,True,True,5,5,20,+5.71,True,False,False,True
EaxPgpbL_ply_44,EaxPgpbL,44,23,white,1157,1157,911,adwaithspillai,yerack,r1b5/p6p/2p1pkp1/1p1p1p2/3P1P2/P2n4/1PPN2PP/R3R1K1 w - - 0 23,c2d3,cxd3,True,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_44.png,success,1100,1100-1199,1,0.9793,True,True,True,True,1,1,20,+5.59,True,True,True,True
EaxPgpbL_ply_46,EaxPgpbL,46,24,white,1157,1157,911,adwaithspillai,yerack,r7/p6p/b1p1pkp1/1p1p1p2/3P1P2/P2P4/1P1N2PP/R3R1K1 w - - 1 24,d2b3,Nb3,True,43,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_46.png,success,1100,1100-1199,3,0.1564,True,False,True,True,6,6,20,+5.75,True,False,False,False
EaxPgpbL_ply_48,EaxPgpbL,48,25,white,1157,1157,911,adwaithspillai,yerack,6r1/p6p/b1p1pkp1/1p1p1p2/3P1P2/PN1P4/1P4PP/R3R1K1 w - - 3 25,b3c5,Nc5,False,4,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_48.png,success,1100,1100-1199,1,0.8977,True,True,True,True,4,4,20,+5.61,True,False,False,True
EaxPgpbL_ply_50,EaxPgpbL,50,26,white,1157,1157,911,adwaithspillai,yerack,2b3r1/p6p/2p1pkp1/1pNp1p2/3P1P2/P2P4/1P4PP/R3R1K1 w - - 5 26,a3a4,a4,True,28,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_50.png,success,1100,1100-1199,1,0.2429,True,True,True,True,1,1,20,+5.81,True,True,True,True
EaxPgpbL_ply_52,EaxPgpbL,52,27,white,1157,1157,911,adwaithspillai,yerack,2b3r1/p6p/2p1pkp1/2Np1p2/p2P1P2/3P4/1P4PP/R3R1K1 w - - 0 27,a1a4,Rxa4,True,11,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_52.png,success,1100,1100-1199,1,0.9186,True,True,True,True,18,18,20,+5.64,True,False,False,False
EaxPgpbL_ply_54,EaxPgpbL,54,28,white,1157,1157,911,adwaithspillai,yerack,2b3r1/p6p/2p1pk2/2Np1pp1/R2P1P2/3P4/1P4PP/4R1K1 w - - 0 28,f4g5,fxg5+,True,16,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_54.png,success,1100,1100-1199,1,0.4829,True,True,True,True,1,1,20,+6.16,True,True,True,True
EaxPgpbL_ply_56,EaxPgpbL,56,29,white,1157,1157,911,adwaithspillai,yerack,2b5/p6p/2p1pk2/2Np1pr1/R2P4/3P4/1P4PP/4R1K1 w - - 0 29,a4a7,Rxa7,True,14,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_56.png,success,1100,1100-1199,1,0.8934,True,True,True,True,1,1,20,+6.57,True,True,True,True
EaxPgpbL_ply_58,EaxPgpbL,58,30,white,1157,1157,911,adwaithspillai,yerack,2b5/R7/2p1pk2/2Np1prp/3P4/3P4/1P4PP/4R1K1 w - - 0 30,a7a8,Ra8,True,16,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/EaxPgpbL_ply_58.png,success,1100,1100-1199,2,0.217,True,False,True,True,3,3,20,+6.25,True,False,True,True
OFUgj2iX_ply_18,OFUgj2iX,18,10,white,1178,1178,1165,renitravi,Mind-Fork,r1bqk2r/pppp1pp1/2n4p/2b1p3/2B1P3/2NP1N2/PPP1QnP1/R1B2R1K w kq - 2 10,h1g1,Kg1,True,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/OFUgj2iX_ply_18.png,success,1100,1100-1199,2,0.3679,True,False,True,True,2,2,4,-1.92,True,False,True,True
OFUgj2iX_ply_19,OFUgj2iX,19,10,black,1165,1178,1165,renitravi,Mind-Fork,r1bqk2r/pppp1pp1/2n4p/2b1p3/2B1P3/2NP1N2/PPP1QnP1/R1B2RK1 b kq - 3 10,f2d3,Nxd3+,True,34,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/OFUgj2iX_ply_19.png,success,1100,1100-1199,2,0.2827,True,False,True,True,3,3,20,+1.69,True,False,True,True
OFUgj2iX_ply_20,OFUgj2iX,20,11,white,1178,1178,1165,renitravi,Mind-Fork,r1bqk2r/pppp1pp1/2n4p/2b1p3/2B1P3/2Nn1N2/PPP1Q1P1/R1B2RK1 w kq - 0 11,g1h1,Kh1,True,20,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/OFUgj2iX_ply_20.png,success,1100,1100-1199,2,0.395,True,False,True,True,2,2,7,-2.40,True,False,True,True
OFUgj2iX_ply_21,OFUgj2iX,21,11,black,1165,1178,1165,renitravi,Mind-Fork,r1bqk2r/pppp1pp1/2n4p/2b1p3/2B1P3/2Nn1N2/PPP1Q1P1/R1B2R1K b kq - 1 11,d3f2,Nf2+,True,22,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/OFUgj2iX_ply_21.png,success,1100,1100-1199,3,0.3058,True,False,True,True,3,3,20,-0.34,True,False,True,True
OFUgj2iX_ply_22,OFUgj2iX,22,12,white,1178,1178,1165,renitravi,Mind-Fork,r1bqk2r/pppp1pp1/2n4p/2b1p3/2B1P3/2N2N2/PPP1QnP1/R1B2R1K w kq - 2 12,h1g1,Kg1,True,19,/Users/jialinzhang/Documents/Chess/Complexity_Idea/chess-complexity-full-test/outputs/runs/20260509_balanced_100_games/step_04_parse_filter/images/OFUgj2iX_ply_22.png,success,1100,1100-1199,2,0.3607,True,False,True,True,2,2,4,-2.81,True,False,True,True
